UniqueID,timestamp_date,timestamp_time,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
ID4097,24/06/2015,03:00:00,62,14,14,77,10,1,0,0,1
ID4098,24/06/2015,04:00:00,60,14,14,77,11,1,0,0,1
ID4099,24/06/2015,05:00:00,164,14,14,77,11,1,0,0,1
ID4100,24/06/2015,06:00:00,733,15.5,15.5,67.5,17,1,0,0,1
ID4101,24/06/2015,07:00:00,2499,16,16,65.5,17,1,0,0,1
ID4102,24/06/2015,08:00:00,4568,17,17,61.5,16,1,0,0,1
ID4103,24/06/2015,09:00:00,2429,18.5,18.5,56,16,1,0,0,1
ID4104,24/06/2015,10:00:00,1287,20.5,20.5,47.5,14,2,0,0,1
ID4105,24/06/2015,11:00:00,1350,21,21,44.5,18,2,0,0,1
ID4106,24/06/2015,12:00:00,1737,22.5,21.5,42.5,17,2,0,0,1
ID4107,24/06/2015,13:00:00,1732,22.5,21.5,44,21,2,0,0,1
ID4108,24/06/2015,14:00:00,1618,23,23,44,19,2,0,0,1
ID4109,24/06/2015,15:00:00,1775,23.5,23,41,23,3,0,0,1
ID4110,24/06/2015,16:00:00,2414,23,22,41,21,1,0,0,1
ID4111,24/06/2015,17:00:00,4263,22,21,44,22,1,0,0,1
ID4112,24/06/2015,18:00:00,4215,21,21,46,23,1,0,0,1
ID4113,24/06/2015,19:00:00,2519,20.5,20.5,47.5,20.5,1,0,0,1
ID4114,24/06/2015,20:00:00,1762,20,20,49,19.5,1,0,0,1
ID4115,24/06/2015,21:00:00,1300,19,19,52,14,1,0,0,1
ID4116,24/06/2015,22:00:00,1074,18,18,56,14,1,0,0,1
ID4117,24/06/2015,23:00:00,700,17,17,61.5,16,1,0,0,1
ID4118,25/06/2015,00:00:00,113,16,16,65.5,15,1,0,0,1
ID4119,25/06/2015,01:00:00,150,16,16,65.5,16,1,0,0,1
ID4120,25/06/2015,02:00:00,110,15,15,72,16,1,0,0,1
ID4121,25/06/2015,03:00:00,99,15,15,72,16,3,0,0,1
ID4122,25/06/2015,04:00:00,77,14,14,77,12,2,0,0,1
ID4123,25/06/2015,05:00:00,131,14,14,77,12,1,0,0,1
ID4124,25/06/2015,06:00:00,743,15,15,77,12,1,0,0,1
ID4125,25/06/2015,07:00:00,2443,16.5,16.5,70,11,1,0,0,1
ID4126,25/06/2015,08:00:00,4543,18,18,64,10,1,0,0,1
ID4127,25/06/2015,09:00:00,2503,19.5,19.5,56.5,12,2,0,0,1
ID4128,25/06/2015,10:00:00,1339,21,21,50,12,2,0,0,1
ID4129,25/06/2015,11:00:00,1284,21.5,21,50,12,2,0,0,1
ID4130,25/06/2015,12:00:00,1690,23,22.5,42.5,12,2,0,0,1
ID4131,25/06/2015,13:00:00,1575,23,22.5,42.5,14,1,0,0,1
ID4132,25/06/2015,14:00:00,1607,24,24,41,11,1,0,0,1
ID4133,25/06/2015,15:00:00,1842,24.5,24.5,43,14,1,0,0,1
ID4134,25/06/2015,16:00:00,2419,24,24,45.5,13,1,0,0,1
ID4135,25/06/2015,17:00:00,4002,24,24,44,12,2,0,0,1
ID4136,25/06/2015,18:00:00,4092,24,24,44,13,1,0,0,1
ID4137,25/06/2015,19:00:00,2678,23,23,44,19,1,0,0,1
ID4138,25/06/2015,20:00:00,1951,22,22,50,17,1,0,0,1
ID4139,25/06/2015,21:00:00,1349,20.5,20.5,54.5,17,1,0,0,1
ID4140,25/06/2015,22:00:00,1144,19.5,19.5,58,13,1,0,0,1
ID4141,25/06/2015,23:00:00,789,18.5,18.5,62,14,1,0,0,1
ID4142,26/06/2015,00:00:00,481,18,18,62,12,1,0,0,1
ID4143,26/06/2015,01:00:00,255,17,17,61.5,9,1,0,0,1
ID4144,26/06/2015,02:00:00,212,16,16,63,8,1,0,0,1
ID4145,26/06/2015,03:00:00,79,16,16,63,10,1,0,0,1
ID4146,26/06/2015,04:00:00,86,16,16,59,9,1,0,0,1
ID4147,26/06/2015,05:00:00,138,16,16,59,7,1,0,0,1
ID4148,26/06/2015,06:00:00,648,17.5,17.5,57.5,8,1,0,0,1
ID4149,26/06/2015,07:00:00,2007,18,18,56,8,2,0,0,1
ID4150,26/06/2015,08:00:00,4009,19.5,19.5,49,7,1,0,0,1
ID4151,26/06/2015,09:00:00,2266,20.5,20.5,47.5,6.5,1,0,0,1
ID4152,26/06/2015,10:00:00,1377,22,22,45,7,1,0,0,1
ID4153,26/06/2015,11:00:00,1372,23,23,45.5,13,1,0,0,1
ID4154,26/06/2015,12:00:00,1770,25,25,40.5,19,1,0,0,1
ID4155,26/06/2015,13:00:00,1953,26,26,39,20,1,0,0,1
ID4156,26/06/2015,14:00:00,1880,27,27,39,19.5,1,0,0,1
ID4157,26/06/2015,15:00:00,2029,26,26,42,28,1,0,0,1
ID4158,26/06/2015,16:00:00,2598,24,24,57.5,28,1,0,0,1
ID4159,26/06/2015,17:00:00,3807,22,22,59,26,2,0,0,1
ID4160,26/06/2015,18:00:00,3312,22.5,22.5,57,23,2,0,0,1
ID4161,26/06/2015,19:00:00,2198,22,22,57,22,2,0,0,1
ID4162,26/06/2015,20:00:00,1505,21.5,21.5,58.5,24,2,0,0,1
ID4163,26/06/2015,21:00:00,1116,20,20,66.5,21,1,0,0,1
ID4164,26/06/2015,22:00:00,1041,20,20,69,23,4,0,0,1
ID4165,26/06/2015,23:00:00,880,19,19,73,24,4,0,0,1
ID4166,27/06/2015,00:00:00,696,17.5,17.5,66,25,1,0,1,1
ID4167,27/06/2015,01:00:00,488,16.5,16.5,70,18,2,0,1,1
ID4168,27/06/2015,02:00:00,337,15.5,15.5,74.5,18,2,0,1,1
ID4169,27/06/2015,03:00:00,219,15,15,77,17,1,0,1,1
ID4170,27/06/2015,04:00:00,138,14.5,14.5,79.5,17,1,0,1,1
ID4171,27/06/2015,05:00:00,125,14.5,14.5,79.5,16,1,0,1,1
ID4172,27/06/2015,06:00:00,157,14.5,14.5,77,16,1,0,1,1
ID4173,27/06/2015,07:00:00,357,16,16,72,20,1,0,1,1
ID4174,27/06/2015,08:00:00,628,17,17,68,18,1,0,1,1
ID4175,27/06/2015,09:00:00,1214,18.5,18.5,62,16,2,0,1,1
ID4176,27/06/2015,10:00:00,1626,19.5,19.5,56,17,2,0,1,1
ID4177,27/06/2015,11:00:00,2215,21,21,53,18,2,0,1,1
ID4178,27/06/2015,12:00:00,2656,21,21,53,15,2,0,1,1
ID4179,27/06/2015,13:00:00,2896,23,22.5,44,16,2,0,1,1
ID4180,27/06/2015,14:00:00,2964,23.5,22.5,38.5,19,1,0,1,1
ID4181,27/06/2015,15:00:00,3172,23.5,22.5,37,17,1,0,1,1
ID4182,27/06/2015,16:00:00,3115,24,23,36,16,1,0,1,1
ID4183,27/06/2015,17:00:00,3116,24,23,36,17,1,0,1,1
ID4184,27/06/2015,18:00:00,2809,23,22,41,17,1,0,1,1
ID4185,27/06/2015,19:00:00,2219,23,22.5,42.5,17,1,0,1,1
ID4186,27/06/2015,20:00:00,1850,22,21,44,14,1,0,1,1
ID4187,27/06/2015,21:00:00,1357,22,21,44,13,1,0,1,1
ID4188,27/06/2015,22:00:00,1161,20,20,62,18,1,0,1,1
ID4189,27/06/2015,23:00:00,1066,20,20,64,13,1,0,1,1
ID4190,28/06/2015,00:00:00,889,19,19,68,12,1,0,1,1
ID4191,28/06/2015,01:00:00,685,18,18,73,11,1,0,1,1
ID4192,28/06/2015,02:00:00,441,18,18,68,11,1,0,1,1
ID4193,28/06/2015,03:00:00,338,18,18,68,8,1,0,1,1
ID4194,28/06/2015,04:00:00,217,17.5,17.5,64,7,7,0,1,1
ID4195,28/06/2015,05:00:00,163,17,17,64,11,1,0,1,1
ID4196,28/06/2015,06:00:00,173,17,17,64,13,1,0,1,1
ID4197,28/06/2015,07:00:00,224,17.5,17.5,62,14,1,0,1,1
ID4198,28/06/2015,08:00:00,428,18.5,18.5,56,17,1,0,1,1
ID4199,28/06/2015,09:00:00,912,20,20,53,17.5,2,0,1,1
ID4200,28/06/2015,10:00:00,1472,21,21,53,21,2,0,1,1
ID4201,28/06/2015,11:00:00,1843,20.5,20.5,54.5,20,1,0,1,1
ID4202,28/06/2015,12:00:00,1407,19.5,19.5,62,20,7,0,1,1
ID4203,28/06/2015,13:00:00,818,18,18,75.5,16,7,0,1,1
ID4204,28/06/2015,14:00:00,1628,19,19,70.5,9,2,0,1,1
ID4205,28/06/2015,15:00:00,2050,21,21,58.5,16.5,2,0,1,1
ID4206,28/06/2015,16:00:00,2237,22,22,53,19.5,2,0,1,1
ID4207,28/06/2015,17:00:00,2506,21.5,21.5,55,19.5,2,0,1,1
ID4208,28/06/2015,18:00:00,2085,21,21,60,20.5,2,0,1,1
ID4209,28/06/2015,19:00:00,1695,20.5,20.5,62,18.5,2,0,1,1
ID4210,28/06/2015,20:00:00,1391,20,20,66.5,19,2,0,1,1
ID4211,28/06/2015,21:00:00,929,19,19,73,16,2,0,1,1
ID4212,28/06/2015,22:00:00,680,18,18,78,14,2,0,1,1
ID4213,28/06/2015,23:00:00,495,17.5,17.5,80.5,17,2,0,1,1
ID4214,29/06/2015,00:00:00,338,17,17,75.5,18.5,2,0,0,1
ID4215,29/06/2015,01:00:00,162,17,17,66,17,1,0,0,1
ID4216,29/06/2015,02:00:00,78,17,17,68,18.5,1,0,0,1
ID4217,29/06/2015,03:00:00,62,16,16,72,14,1,0,0,1
ID4218,29/06/2015,04:00:00,55,15,15,77,8.5,1,0,0,1
ID4219,29/06/2015,05:00:00,154,15,15,77,12,1,0,0,1
ID4220,29/06/2015,06:00:00,725,15.5,15.5,74.5,9,1,0,0,1
ID4221,29/06/2015,07:00:00,2152,17,17,68,8,1,0,0,1
ID4222,29/06/2015,08:00:00,4393,18.5,18.5,60,7,1,0,0,1
ID4223,29/06/2015,09:00:00,2250,20,20,51,6.5,1,0,0,1
ID4224,29/06/2015,10:00:00,1219,21,21,46,12,1,0,0,1
ID4225,29/06/2015,11:00:00,1304,22.5,21.5,41,15,1,0,0,1
ID4226,29/06/2015,12:00:00,1562,23.5,22.5,37,16,1,0,0,1
ID4227,29/06/2015,13:00:00,1622,24,23.5,40,19,1,0,0,1
ID4228,29/06/2015,14:00:00,1589,24,24,41,18,1,0,0,1
ID4229,29/06/2015,15:00:00,1757,24.5,24,39,16,1,0,0,1
ID4230,29/06/2015,16:00:00,2546,25,25,39,18,1,0,0,1
ID4231,29/06/2015,17:00:00,4464,25.5,25.5,39.5,15,1,0,0,1
ID4232,29/06/2015,18:00:00,4727,25.5,25.5,38,12,1,0,0,1
ID4233,29/06/2015,19:00:00,2949,25,25,37.5,10,1,0,0,1
ID4234,29/06/2015,20:00:00,2025,24,24,47,14,1,0,0,1
ID4235,29/06/2015,21:00:00,1412,21.5,21.5,57,16,1,0,0,1
ID4236,29/06/2015,22:00:00,923,20.5,20.5,58.5,12,1,0,0,1
ID4237,29/06/2015,23:00:00,614,19.5,19.5,62,10,1,0,0,1
ID4238,30/06/2015,00:00:00,337,19,19,64,9,1,0,0,1
ID4239,30/06/2015,01:00:00,183,18.5,18.5,66,7,1,0,0,1
ID4240,30/06/2015,02:00:00,101,17.5,17.5,68,8,1,0,0,1
ID4241,30/06/2015,03:00:00,65,17,17,70.5,9,1,0,0,1
ID4242,30/06/2015,04:00:00,58,16,16,72,9,1,0,0,1
ID4243,30/06/2015,05:00:00,167,16,16,72,6.5,1,0,0,1
ID4244,30/06/2015,06:00:00,840,18,18,62,3,1,0,0,1
ID4245,30/06/2015,07:00:00,2772,19.5,19.5,54,5,1,0,0,1
ID4246,30/06/2015,08:00:00,4829,21.5,21,45,10,1,0,0,1
ID4247,30/06/2015,09:00:00,2496,23.5,22.5,40,11,1,0,0,1
ID4248,30/06/2015,10:00:00,1445,24.5,23.5,33,14,1,0,0,1
ID4249,30/06/2015,11:00:00,1325,26,25,26,14,1,0,0,1
ID4250,30/06/2015,12:00:00,1657,27,26,24,11,1,0,0,1
ID4251,30/06/2015,13:00:00,1845,28.5,27,20.5,13,1,0,0,1
ID4252,30/06/2015,14:00:00,1783,29,28,26,15,1,0,0,1
ID4253,30/06/2015,15:00:00,2031,28.5,27.5,35,20.5,1,0,0,1
ID4254,30/06/2015,16:00:00,2720,28.5,27.5,35,26,1,0,0,1
ID4255,30/06/2015,17:00:00,4657,27,27,42,25,1,0,0,1
ID4256,30/06/2015,18:00:00,4930,25.5,25.5,49.5,30,1,0,0,1
ID4257,30/06/2015,19:00:00,3218,23.5,23.5,53.5,24,1,0,0,1
ID4258,30/06/2015,20:00:00,2334,22,22,57,26,1,0,0,1
ID4259,30/06/2015,21:00:00,1591,21,21,58.5,23,1,0,0,1
ID4260,30/06/2015,22:00:00,1233,20,20,64,22,1,0,0,1
ID4261,30/06/2015,23:00:00,709,19.5,19.5,71,16.5,7,0,0,1
ID4262,01/07/2015,00:00:00,413,20,20,69,20.5,1,0,0,1
ID4263,01/07/2015,01:00:00,218,20,20,71,17.5,7,0,0,1
ID4264,01/07/2015,02:00:00,138,20,20,71,11,7,0,0,1
ID4265,01/07/2015,03:00:00,74,20.5,20.5,66.5,16,1,0,0,1
ID4266,01/07/2015,04:00:00,71,20,20,69,12,1,0,0,1
ID4267,01/07/2015,05:00:00,168,20,20,75.5,7.5,7,0,0,1
ID4268,01/07/2015,06:00:00,883,20.5,20.5,75.5,7,1,0,0,1
ID4269,01/07/2015,07:00:00,2736,22,22,69,12,1,0,0,1
ID4270,01/07/2015,08:00:00,4779,24.5,24.5,55.5,17,1,0,0,1
ID4271,01/07/2015,09:00:00,2543,27,27,48,20,1,0,0,1
ID4272,01/07/2015,10:00:00,1299,30,30,43,20,1,0,0,1
ID4273,01/07/2015,11:00:00,1374,33,33,34,22,1,0,0,1
ID4274,01/07/2015,12:00:00,1654,32,32,36,19.5,1,0,0,1
ID4275,01/07/2015,13:00:00,1753,31.5,31.5,38,21,1,0,0,1
ID4276,01/07/2015,14:00:00,1710,33,33,34,18,1,0,0,1
ID4277,01/07/2015,15:00:00,1904,33.5,33.5,34,22,1,0,0,1
ID4278,01/07/2015,16:00:00,2575,33.5,33.5,35,21,1,0,0,1
ID4279,01/07/2015,17:00:00,4617,34,34,33,20.5,1,0,0,1
ID4280,01/07/2015,18:00:00,4604,34,34,33,20.5,1,0,0,1
ID4281,01/07/2015,19:00:00,2883,33.5,33.5,36,14,1,0,0,1
ID4282,01/07/2015,20:00:00,2061,31.5,31,36.5,17.5,1,0,0,1
ID4283,01/07/2015,21:00:00,1859,29.5,29.5,45.5,21.5,1,0,0,1
ID4284,01/07/2015,22:00:00,1376,27.5,28.5,54.5,18,1,0,0,1
ID4285,01/07/2015,23:00:00,949,26,27,61,19.5,1,0,0,1
ID4286,02/07/2015,00:00:00,140,24.5,24.5,57,20.5,1,0,0,1
ID4287,02/07/2015,01:00:00,48,23.5,23.5,59,17,1,0,0,1
ID4288,02/07/2015,02:00:00,100,21.5,21.5,67,21,1,0,0,1
ID4289,02/07/2015,03:00:00,114,19.5,19.5,75.5,18,1,0,0,1
ID4290,02/07/2015,04:00:00,105,18.5,18.5,83,18.5,2,0,0,1
ID4291,02/07/2015,05:00:00,158,19,19,83,13,2,0,0,1
ID4292,02/07/2015,06:00:00,779,19.5,19.5,80.5,13,2,0,0,1
ID4293,02/07/2015,07:00:00,2572,20.5,20.5,73.5,12,1,0,0,1
ID4294,02/07/2015,08:00:00,4641,22,22,65,7,1,0,0,1
ID4295,02/07/2015,09:00:00,2469,23,23,59,15,1,0,0,1
ID4296,02/07/2015,10:00:00,1295,22,22,63,13,1,0,0,1
ID4297,02/07/2015,11:00:00,918,22,22,67,8.5,7,0,0,1
ID4298,02/07/2015,12:00:00,1510,24,24,61,6.5,2,0,0,1
ID4299,02/07/2015,13:00:00,1614,24,24,59,12,1,0,0,1
ID4300,02/07/2015,14:00:00,1594,25.5,25.5,52.5,9,2,0,0,1
ID4301,02/07/2015,15:00:00,1759,26,26,54,13,1,0,0,1
ID4302,02/07/2015,16:00:00,2412,26,26,51,18.5,1,0,0,1
ID4303,02/07/2015,17:00:00,4193,24.5,24.5,61,18.5,7,0,0,1
ID4304,02/07/2015,18:00:00,4084,25,25,57,20.5,2,0,0,1
ID4305,02/07/2015,19:00:00,2605,22.5,22.5,63,23,2,0,0,1
ID4306,02/07/2015,20:00:00,1888,21.5,21.5,62.5,17,1,0,0,1
ID4307,02/07/2015,21:00:00,1453,21,21,64,19,1,0,0,1
ID4308,02/07/2015,22:00:00,1026,20.5,20.5,64,18.5,1,0,0,1
ID4309,02/07/2015,23:00:00,785,19,19,68,13,1,0,0,1
ID4310,03/07/2015,00:00:00,159,18,18,73,13,1,0,0,1
ID4311,03/07/2015,01:00:00,279,17.5,17.5,66,10,1,0,0,1
ID4312,03/07/2015,02:00:00,173,17,17,68,6.5,1,0,0,1
ID4313,03/07/2015,03:00:00,121,16,16,77,5,1,0,0,1
ID4314,03/07/2015,04:00:00,106,16,16,77,6,1,0,0,1
ID4315,03/07/2015,05:00:00,157,15.5,15.5,79.5,6,1,0,0,1
ID4316,03/07/2015,06:00:00,668,16.5,16.5,72.5,11,1,0,0,1
ID4317,03/07/2015,07:00:00,2226,18,18,62,14,1,0,0,1
ID4318,03/07/2015,08:00:00,4412,19.5,19.5,54.5,13,1,0,0,1
ID4319,03/07/2015,09:00:00,2515,20,20,53,15,1,0,0,1
ID4320,03/07/2015,10:00:00,1453,21.5,21,48.5,14,1,0,0,1
ID4321,03/07/2015,11:00:00,1545,22.5,22,45.5,13,1,0,0,1
ID4322,03/07/2015,12:00:00,1911,24,24,45.5,16,1,0,0,1
ID4323,03/07/2015,13:00:00,1960,24,24,45.5,18.5,1,0,0,1
ID4324,03/07/2015,14:00:00,2000,24.5,24.5,48.5,24,1,0,0,1
ID4325,03/07/2015,15:00:00,2080,23,23,55,28,1,0,0,1
ID4326,03/07/2015,16:00:00,2757,22.5,22.5,59,29,1,0,0,1
ID4327,03/07/2015,17:00:00,4191,22,22,63,27,1,0,0,1
ID4328,03/07/2015,18:00:00,3656,22,22,61,26,1,0,0,1
ID4329,03/07/2015,19:00:00,2388,21,21,66.5,30.5,1,0,0,1
ID4330,03/07/2015,20:00:00,1787,20,20,71,28,1,0,0,1
ID4331,03/07/2015,21:00:00,1335,19.5,19.5,75.5,23,1,0,0,1
ID4332,03/07/2015,22:00:00,1020,19,19,78,18.5,1,0,0,1
ID4333,03/07/2015,23:00:00,712,18.5,18.5,83,24,7,0,0,1
ID4334,04/07/2015,00:00:00,376,18,18,91,28.5,7,0,1,1
ID4335,04/07/2015,01:00:00,375,18,18,94,16.5,7,0,1,1
ID4336,04/07/2015,02:00:00,278,19,19,91,8,2,0,1,1
ID4337,04/07/2015,03:00:00,202,19,19,94,6,1,0,1,1
ID4338,04/07/2015,04:00:00,148,19,19,94,4,1,0,1,1
ID4339,04/07/2015,05:00:00,114,19,19,94,0,1,0,1,1
ID4340,04/07/2015,06:00:00,150,20,20,91,3,1,0,1,1
ID4341,04/07/2015,07:00:00,353,20.5,20.5,85.5,15.5,1,0,1,1
ID4342,04/07/2015,08:00:00,701,21.5,21.5,78,24,2,0,1,1
ID4343,04/07/2015,09:00:00,1178,23.5,23.5,59.5,26,1,0,1,1
ID4344,04/07/2015,10:00:00,1823,24,24,57,28,2,0,1,1
ID4345,04/07/2015,11:00:00,2381,25,25,54,22,2,0,1,1
ID4346,04/07/2015,12:00:00,2848,26,26,51,19,1,0,1,1
ID4347,04/07/2015,13:00:00,3184,27,27,46.5,21,2,0,1,1
ID4348,04/07/2015,14:00:00,3272,27,27,46.5,21.5,1,0,1,1
ID4349,04/07/2015,15:00:00,3219,26.5,26.5,46.5,21,1,0,1,1
ID4350,04/07/2015,16:00:00,3236,26.5,26.5,45,24,1,0,1,1
ID4351,04/07/2015,17:00:00,3391,26,26,45,22,1,0,1,1
ID4352,04/07/2015,18:00:00,2876,25,25,45.5,23,1,0,1,1
ID4353,04/07/2015,19:00:00,2429,23.5,23.5,47,22,1,0,1,1
ID4354,04/07/2015,20:00:00,2061,21.5,21.5,51.5,18.5,1,0,1,1
ID4355,04/07/2015,21:00:00,1450,20,20,54.5,17,1,0,1,1
ID4356,04/07/2015,22:00:00,1180,19,19,62,15,1,0,1,1
ID4357,04/07/2015,23:00:00,1058,19,19,64,13,1,0,1,1
ID4358,05/07/2015,00:00:00,907,19,19,64,12,1,0,1,1
ID4359,05/07/2015,01:00:00,670,18.5,18.5,66,10,1,0,1,1
ID4360,05/07/2015,02:00:00,531,17.5,17.5,66,11,1,0,1,1
ID4361,05/07/2015,03:00:00,372,17,17,68,9,2,0,1,1
ID4362,05/07/2015,04:00:00,217,17,17,68,9,2,0,1,1
ID4363,05/07/2015,05:00:00,120,17,17,73,9,1,0,1,1
ID4364,05/07/2015,06:00:00,236,17,17,73,10,1,0,1,1
ID4365,05/07/2015,07:00:00,260,18,18,68,5.5,1,0,1,1
ID4366,05/07/2015,08:00:00,303,17.5,17.5,72.5,11,7,0,1,1
ID4367,05/07/2015,09:00:00,465,16,16,83,9,7,0,1,1
ID4368,05/07/2015,10:00:00,745,16,16,83,7,7,0,1,1
ID4369,05/07/2015,11:00:00,1345,16,16,83,7,7,0,1,1
ID4370,05/07/2015,12:00:00,1781,17,17,80,13,2,0,1,1
ID4371,05/07/2015,13:00:00,2193,19.5,19.5,68.5,17,2,0,1,1
ID4372,05/07/2015,14:00:00,2550,21.5,21.5,55,12,2,0,1,1
ID4373,05/07/2015,15:00:00,2909,23,23,48.5,17,2,0,1,1
ID4374,05/07/2015,16:00:00,2990,22.5,22.5,47,21,2,0,1,1
ID4375,05/07/2015,17:00:00,2771,22,21,47,26,2,0,1,1
ID4376,05/07/2015,18:00:00,2524,20.5,20.5,56.5,21.5,2,0,1,1
ID4377,05/07/2015,19:00:00,1956,20.5,20.5,53,20.5,2,0,1,1
ID4378,05/07/2015,20:00:00,1506,20,20,49,20,1,0,1,1
ID4379,05/07/2015,21:00:00,1021,19,19,56,19.5,1,0,1,1
ID4380,05/07/2015,22:00:00,755,18,18,60,19.5,1,0,1,1
ID4381,05/07/2015,23:00:00,589,17.5,17.5,64,13,1,0,1,1
ID4382,06/07/2015,00:00:00,401,17,17,68,16,1,0,0,1
ID4383,06/07/2015,01:00:00,167,16,16,77,18,1,0,0,1
ID4384,06/07/2015,02:00:00,94,16,16,77,14,1,0,0,1
ID4385,06/07/2015,03:00:00,70,15,15,79.5,11,1,0,0,1
ID4386,06/07/2015,04:00:00,56,14.5,14.5,79.5,11,1,0,0,1
ID4387,06/07/2015,05:00:00,158,14,14,82,13,1,0,0,1
ID4388,06/07/2015,06:00:00,746,14.5,14.5,79.5,11,1,0,0,1
ID4389,06/07/2015,07:00:00,2364,16.5,16.5,70,11,1,0,0,1
ID4390,06/07/2015,08:00:00,4549,17.5,17.5,64,13,2,0,0,1
ID4391,06/07/2015,09:00:00,2251,19,19,54,18,3,0,0,1
ID4392,06/07/2015,10:00:00,1259,19.5,19.5,50.5,21,2,0,0,1
ID4393,06/07/2015,11:00:00,1272,20.5,20.5,47.5,17,2,0,0,1
ID4394,06/07/2015,12:00:00,1536,21.5,21,47,20.5,3,0,0,1
ID4395,06/07/2015,13:00:00,1619,22,21,47,17,3,0,0,1
ID4396,06/07/2015,14:00:00,1482,22.5,21.5,42.5,18,2,0,0,1
ID4397,06/07/2015,15:00:00,1813,23,22.5,42.5,20,2,0,0,1
ID4398,06/07/2015,16:00:00,2469,23,22,41,19.5,1,0,0,1
ID4399,06/07/2015,17:00:00,4501,23,22,41,18,1,0,0,1
ID4400,06/07/2015,18:00:00,4470,22.5,22,45.5,18.5,1,0,0,1
ID4401,06/07/2015,19:00:00,2845,21.5,21,48.5,18,1,0,0,1
ID4402,06/07/2015,20:00:00,1839,20.5,20.5,51.5,16,1,0,0,1
ID4403,06/07/2015,21:00:00,1270,19.5,19.5,54.5,13,1,0,0,1
ID4404,06/07/2015,22:00:00,800,19,19,60,11,1,0,0,1
ID4405,06/07/2015,23:00:00,589,17.5,17.5,66,8,1,0,0,1
ID4406,07/07/2015,00:00:00,322,17,17,64,6.5,1,0,0,1
ID4407,07/07/2015,01:00:00,187,17,17,68,5,1,0,0,1
ID4408,07/07/2015,02:00:00,129,17.5,17.5,66,6.5,1,0,0,1
ID4409,07/07/2015,03:00:00,68,18,18,62,7.5,1,0,0,1
ID4410,07/07/2015,04:00:00,49,16.5,16.5,66,7,1,0,0,1
ID4411,07/07/2015,05:00:00,159,17,17,68,11,1,0,0,1
ID4412,07/07/2015,06:00:00,798,17,17,68,15,1,0,0,1
ID4413,07/07/2015,07:00:00,2589,19,19,66,16,1,0,0,1
ID4414,07/07/2015,08:00:00,4867,19.5,19.5,66,13,2,0,0,1
ID4415,07/07/2015,09:00:00,2309,19,19,75.5,19.5,3,0,0,1
ID4416,07/07/2015,10:00:00,1217,20,20,73,19.5,4,0,0,1
ID4417,07/07/2015,11:00:00,1085,21.5,21.5,65,28.5,2,0,0,1
ID4418,07/07/2015,12:00:00,1437,22.5,22.5,57,27,2,0,0,1
ID4419,07/07/2015,13:00:00,1492,22.5,22.5,53,32,3,0,0,1
ID4420,07/07/2015,14:00:00,1454,22.5,22.5,51.5,30.5,3,0,0,1
ID4421,07/07/2015,15:00:00,1682,23,23,45.5,33,2,0,0,1
ID4422,07/07/2015,16:00:00,2344,22.5,21.5,42.5,30.5,2,0,0,1
ID4423,07/07/2015,17:00:00,4351,22,21,41,30,1,0,0,1
ID4424,07/07/2015,18:00:00,4346,21.5,21,45,28.5,1,0,0,1
ID4425,07/07/2015,19:00:00,2709,20.5,20.5,41.5,35,1,0,0,1
ID4426,07/07/2015,20:00:00,1768,19.5,19.5,44.5,32.5,1,0,0,1
ID4427,07/07/2015,21:00:00,1150,18,18,49,30,1,0,0,1
ID4428,07/07/2015,22:00:00,832,17,17,56,28.5,1,0,0,1
ID4429,07/07/2015,23:00:00,564,16.5,16.5,61,24,2,0,0,1
ID4430,08/07/2015,00:00:00,345,16,16,68,23,2,0,0,1
ID4431,08/07/2015,01:00:00,156,16,16,68,23,3,0,0,1
ID4432,08/07/2015,02:00:00,88,16,16,70,27,3,0,0,1
ID4433,08/07/2015,03:00:00,49,15.5,15.5,70,23,7,0,0,1
ID4434,08/07/2015,04:00:00,50,16,16,68,25,3,0,0,1
ID4435,08/07/2015,05:00:00,101,16,16,70,26,7,0,0,1
ID4436,08/07/2015,06:00:00,716,15.5,15.5,79.5,26,7,0,0,1
ID4437,08/07/2015,07:00:00,2471,15.5,15.5,82.5,26,3,0,0,1
ID4438,08/07/2015,08:00:00,4702,17,17,73,22,3,0,0,1
ID4439,08/07/2015,09:00:00,2457,17.5,17.5,68.5,25,3,0,0,1
ID4440,08/07/2015,10:00:00,1242,19,19,60,28,3,0,0,1
ID4441,08/07/2015,11:00:00,1209,19,19,60,29,3,0,0,1
ID4442,08/07/2015,12:00:00,1346,20,20,56,22.5,3,0,0,1
ID4443,08/07/2015,13:00:00,1289,19.5,19.5,66.5,17.5,7,0,0,1
ID4444,08/07/2015,14:00:00,1451,19.5,19.5,64,26,7,0,0,1
ID4445,08/07/2015,15:00:00,1749,20,20,58.5,25,2,0,0,1
ID4446,08/07/2015,16:00:00,2839,19.5,19.5,66,29.5,3,0,0,1
ID4447,08/07/2015,17:00:00,5560,20,20,53,30,2,0,0,1
ID4448,08/07/2015,18:00:00,4721,20,20,49,26,2,0,0,1
ID4449,08/07/2015,19:00:00,3313,20,20,44.5,24,1,0,0,1
ID4450,08/07/2015,20:00:00,2243,19,19,47.5,19.5,1,0,0,1
ID4451,08/07/2015,21:00:00,1614,18,18,49,17,2,0,0,1
ID4452,08/07/2015,22:00:00,1143,17,17,52,16,1,0,0,1
