UniqueID,timestamp,Total Rides,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
ID5281,12/08/2015 15:00,1782,21,21,60,22,Broken Clouds,Non Holiday,Weekday,Summer
ID5282,12/08/2015 16:00,2185,21,21,60,21,Scattered Clouds,Non Holiday,Weekday,Summer
ID5283,12/08/2015 17:00,4278,21,21,58.5,25,Broken Clouds,Non Holiday,Weekday,Summer
ID5284,12/08/2015 18:00,4122,21,21,57,23,Clear,Non Holiday,Weekday,Summer
ID5285,12/08/2015 19:00,2534,20,20,58,21.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID5286,12/08/2015 20:00,1609,20,20,58,23,Broken Clouds,Non Holiday,Weekday,Summer
ID5287,12/08/2015 21:00,1138,19,19,64,24,Broken Clouds,Non Holiday,Weekday,Summer
ID5288,12/08/2015 22:00,854,18,18,73,18,Clear,Non Holiday,Weekday,Summer
ID5289,12/08/2015 23:00,578,17.5,17.5,75,18,Scattered Clouds,Non Holiday,Weekday,Summer
ID5290,13/08/2015 00:00,114,17,17,77,16,Cloudy,Non Holiday,Weekday,Summer
ID5291,13/08/2015 01:00,30,17,17,83,17.5,Cloudy,Non Holiday,Weekday,Summer
ID5292,13/08/2015 02:00,80,17,17,83,18,Broken Clouds,Non Holiday,Weekday,Summer
ID5293,13/08/2015 03:00,63,17,17,88,17,Cloudy,Non Holiday,Weekday,Summer
ID5294,13/08/2015 04:00,58,17,17,88,12,Cloudy,Non Holiday,Weekday,Summer
ID5295,13/08/2015 05:00,155,17,17,88,10,Cloudy,Non Holiday,Weekday,Summer
ID5296,13/08/2015 06:00,656,18,18,88,14.5,Cloudy,Non Holiday,Weekday,Summer
ID5297,13/08/2015 07:00,1841,18,18,88,20,Cloudy,Non Holiday,Weekday,Summer
ID5298,13/08/2015 08:00,3923,19,19,83,24,Cloudy,Non Holiday,Weekday,Summer
ID5299,13/08/2015 09:00,2183,20,20,78,20,Broken Clouds,Non Holiday,Weekday,Summer
ID5300,13/08/2015 10:00,1204,20,20,78,17,Broken Clouds,Non Holiday,Weekday,Summer
ID5301,13/08/2015 11:00,924,20.5,20.5,78,17,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5302,13/08/2015 12:00,280,19,19,88,20.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5303,13/08/2015 13:00,150,19,19,88,21,Rain With Thunderstorm,Non Holiday,Weekday,Summer
ID5304,13/08/2015 14:00,245,19,19,88,16,Rain With Thunderstorm,Non Holiday,Weekday,Summer
ID5305,13/08/2015 15:00,732,19.5,19.5,85.5,18,Scattered Clouds,Non Holiday,Weekday,Summer
ID5306,13/08/2015 16:00,1515,21,21,80.5,16,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5307,13/08/2015 17:00,2992,21,21,78,16,Scattered Clouds,Non Holiday,Weekday,Summer
ID5308,13/08/2015 18:00,3238,21,21,78,13,Broken Clouds,Non Holiday,Weekday,Summer
ID5309,13/08/2015 19:00,2157,20.5,20.5,80.5,9,Broken Clouds,Non Holiday,Weekday,Summer
ID5310,13/08/2015 20:00,1243,20,20,83,9,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5311,13/08/2015 21:00,861,19,19,88,6.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5312,13/08/2015 22:00,739,19,19,88,6,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5313,13/08/2015 23:00,591,19,19,88,9.5,Cloudy,Non Holiday,Weekday,Summer
ID5314,14/08/2015 00:00,365,19,19,88,6.5,Broken Clouds,Non Holiday,Weekday,Summer
ID5315,14/08/2015 01:00,242,18,18,94,5,Broken Clouds,Non Holiday,Weekday,Summer
ID5316,14/08/2015 02:00,172,19,19,88,4,Broken Clouds,Non Holiday,Weekday,Summer
ID5317,14/08/2015 03:00,100,19,19,94,0,Broken Clouds,Non Holiday,Weekday,Summer
ID5318,14/08/2015 04:00,77,18.5,18.5,97,6.5,Cloudy,Non Holiday,Weekday,Summer
ID5319,14/08/2015 05:00,133,19,19,94,5,Cloudy,Non Holiday,Weekday,Summer
ID5320,14/08/2015 06:00,562,19,19,94,5,Broken Clouds,Non Holiday,Weekday,Summer
ID5321,14/08/2015 07:00,1760,19,19,94,9,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5322,14/08/2015 08:00,3528,19,19,94,14,Broken Clouds,Non Holiday,Weekday,Summer
ID5323,14/08/2015 09:00,2092,20,20,83,16,Broken Clouds,Non Holiday,Weekday,Summer
ID5324,14/08/2015 10:00,1132,21.5,21.5,71,20,Broken Clouds,Non Holiday,Weekday,Summer
ID5325,14/08/2015 11:00,1205,21,21,71,19,Broken Clouds,Non Holiday,Weekday,Summer
ID5326,14/08/2015 12:00,1492,21.5,21.5,67,20.5,Broken Clouds,Non Holiday,Weekday,Summer
ID5327,14/08/2015 13:00,1661,22,22,65,23,Broken Clouds,Non Holiday,Weekday,Summer
ID5328,14/08/2015 14:00,1438,21,21,71,19.5,Broken Clouds,Non Holiday,Weekday,Summer
ID5329,14/08/2015 15:00,1234,20,20,78,19,Broken Clouds,Non Holiday,Weekday,Summer
ID5330,14/08/2015 16:00,1159,20,20,80.5,18.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5331,14/08/2015 17:00,2015,18,18,91,18.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5332,14/08/2015 18:00,1915,17,17,94,14,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5333,14/08/2015 19:00,1228,17,17,91,13,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5334,14/08/2015 20:00,487,17,17,91,12,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5335,14/08/2015 21:00,431,17,17,88,12,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5336,14/08/2015 22:00,475,17,17,88,10,Scattered Clouds,Non Holiday,Weekday,Summer
ID5337,14/08/2015 23:00,516,17,17,88,11,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5338,15/08/2015 00:00,388,17,17,85.5,13,Rain / Light Rain,Non Holiday,Weekend,Summer
ID5339,15/08/2015 01:00,371,16,16,88,11,Rain / Light Rain,Non Holiday,Weekend,Summer
ID5340,15/08/2015 02:00,285,16,16,88,12,Clear,Non Holiday,Weekend,Summer
ID5341,15/08/2015 03:00,256,16,16,83,12,Scattered Clouds,Non Holiday,Weekend,Summer
ID5342,15/08/2015 04:00,153,15.5,15.5,85.5,13,Broken Clouds,Non Holiday,Weekend,Summer
ID5343,15/08/2015 05:00,117,15.5,15.5,82.5,13,Cloudy,Non Holiday,Weekend,Summer
ID5344,15/08/2015 06:00,143,15,15,88,12,Broken Clouds,Non Holiday,Weekend,Summer
ID5345,15/08/2015 07:00,309,15,15,82,15,Scattered Clouds,Non Holiday,Weekend,Summer
ID5346,15/08/2015 08:00,538,16,16,74.5,17,Broken Clouds,Non Holiday,Weekend,Summer
ID5347,15/08/2015 09:00,976,16,16,70,18,Scattered Clouds,Non Holiday,Weekend,Summer
ID5348,15/08/2015 10:00,1455,18,18,56,19,Clear,Non Holiday,Weekend,Summer
ID5349,15/08/2015 11:00,2137,18,18,56,17,Clear,Non Holiday,Weekend,Summer
ID5350,15/08/2015 12:00,2748,19,19,49,15,Scattered Clouds,Non Holiday,Weekend,Summer
ID5351,15/08/2015 13:00,3068,20,20,44.5,16,Scattered Clouds,Non Holiday,Weekend,Summer
ID5352,15/08/2015 14:00,2898,20,20,44.5,13,Clear,Non Holiday,Weekend,Summer
ID5353,15/08/2015 15:00,3091,20,20,46,19,Clear,Non Holiday,Weekend,Summer
ID5354,15/08/2015 16:00,2974,19,19,49,19.5,Scattered Clouds,Non Holiday,Weekend,Summer
ID5355,15/08/2015 17:00,2785,19.5,19.5,47.5,16,Clear,Non Holiday,Weekend,Summer
ID5356,15/08/2015 18:00,2598,19.5,19.5,44.5,15,Clear,Non Holiday,Weekend,Summer
ID5357,15/08/2015 19:00,2291,19.5,19.5,44.5,10,Clear,Non Holiday,Weekend,Summer
ID5358,15/08/2015 20:00,1560,18.5,18.5,47.5,11,Clear,Non Holiday,Weekend,Summer
ID5359,15/08/2015 21:00,1011,18,18,52,6.5,Clear,Non Holiday,Weekend,Summer
ID5360,15/08/2015 22:00,828,18,18,52,5,Clear,Non Holiday,Weekend,Summer
ID5361,15/08/2015 23:00,759,17,17,59,6,Clear,Non Holiday,Weekend,Summer
ID5362,16/08/2015 00:00,692,16,16,63,5,Clear,Non Holiday,Weekend,Summer
ID5363,16/08/2015 01:00,598,15,15,65.5,4,Clear,Non Holiday,Weekend,Summer
ID5364,16/08/2015 02:00,458,15,15,65.5,4,Clear,Non Holiday,Weekend,Summer
ID5365,16/08/2015 03:00,366,14,14,72,6,Clear,Non Holiday,Weekend,Summer
ID5366,16/08/2015 04:00,175,14,14,72,5,Clear,Non Holiday,Weekend,Summer
ID5367,16/08/2015 05:00,151,14,14,72,6,Clear,Non Holiday,Weekend,Summer
ID5368,16/08/2015 06:00,150,14,14,69.5,6,Clear,Non Holiday,Weekend,Summer
ID5369,16/08/2015 07:00,225,14.5,14.5,70,6,Clear,Non Holiday,Weekend,Summer
ID5370,16/08/2015 08:00,412,15,15,68,5,Clear,Non Holiday,Weekend,Summer
ID5371,16/08/2015 09:00,832,16.5,16.5,63.5,6,Scattered Clouds,Non Holiday,Weekend,Summer
ID5372,16/08/2015 10:00,1522,17.5,17.5,64,5,Broken Clouds,Non Holiday,Weekend,Summer
ID5373,16/08/2015 11:00,2221,20.5,20.5,51,3,Clear,Non Holiday,Weekend,Summer
ID5374,16/08/2015 12:00,2516,19.5,19.5,51.5,9,Scattered Clouds,Non Holiday,Weekend,Summer
ID5375,16/08/2015 13:00,2617,19,19,56,13,Scattered Clouds,Non Holiday,Weekend,Summer
ID5376,16/08/2015 14:00,2703,19,19,56,14,Clear,Non Holiday,Weekend,Summer
ID5377,16/08/2015 15:00,2828,19,19,56,13,Broken Clouds,Non Holiday,Weekend,Summer
ID5378,16/08/2015 16:00,2553,19,19,56,14,Scattered Clouds,Non Holiday,Weekend,Summer
ID5379,16/08/2015 17:00,2373,19,19,56,12,Broken Clouds,Non Holiday,Weekend,Summer
ID5380,16/08/2015 18:00,2353,18,18,60,10,Clear,Non Holiday,Weekend,Summer
ID5381,16/08/2015 19:00,1805,18,18,60,7.5,Clear,Non Holiday,Weekend,Summer
ID5382,16/08/2015 20:00,1179,17,17,66,6,Clear,Non Holiday,Weekend,Summer
ID5383,16/08/2015 21:00,804,17,17,66,2,Clear,Non Holiday,Weekend,Summer
ID5384,16/08/2015 22:00,634,16.5,16.5,70,0,Clear,Non Holiday,Weekend,Summer
ID5385,16/08/2015 23:00,449,16.5,16.5,72.5,6.5,Cloudy,Non Holiday,Weekend,Summer
ID5386,17/08/2015 00:00,272,16,16,70,7.5,Cloudy,Non Holiday,Weekday,Summer
ID5387,17/08/2015 01:00,188,16,16,68,5,Clear,Non Holiday,Weekday,Summer
ID5388,17/08/2015 02:00,133,16,16,68,4,Clear,Non Holiday,Weekday,Summer
ID5389,17/08/2015 03:00,69,15.5,15.5,74.5,5.5,Clear,Non Holiday,Weekday,Summer
ID5390,17/08/2015 04:00,65,14.5,14.5,79.5,5.5,Clear,Non Holiday,Weekday,Summer
ID5391,17/08/2015 05:00,139,14,14,82,5,Clear,Non Holiday,Weekday,Summer
ID5392,17/08/2015 06:00,671,14,14,74.5,6.5,Clear,Non Holiday,Weekday,Summer
ID5393,17/08/2015 07:00,2120,14,14,74.5,3,Clear,Non Holiday,Weekday,Summer
ID5394,17/08/2015 08:00,4155,15.5,15.5,63.5,8,Clear,Non Holiday,Weekday,Summer
ID5395,17/08/2015 09:00,2098,17,17,52,12,Clear,Non Holiday,Weekday,Summer
ID5396,17/08/2015 10:00,1160,18,18,50.5,11,Scattered Clouds,Non Holiday,Weekday,Summer
ID5397,17/08/2015 11:00,1174,19,19,44.5,12,Scattered Clouds,Non Holiday,Weekday,Summer
ID5398,17/08/2015 12:00,1585,19.5,19.5,40,13,Clear,Non Holiday,Weekday,Summer
ID5399,17/08/2015 13:00,1725,20,20,40,13,Clear,Non Holiday,Weekday,Summer
ID5400,17/08/2015 14:00,1621,20,20,40,16,Clear,Non Holiday,Weekday,Summer
ID5401,17/08/2015 15:00,1785,20,20,41.5,13,Clear,Non Holiday,Weekday,Summer
ID5402,17/08/2015 16:00,2343,21,21,40,11,Clear,Non Holiday,Weekday,Summer
ID5403,17/08/2015 17:00,4263,21,21,40,12,Clear,Non Holiday,Weekday,Summer
ID5404,17/08/2015 18:00,4145,20,20,44.5,15,Clear,Non Holiday,Weekday,Summer
ID5405,17/08/2015 19:00,2474,20,20,46,12,Clear,Non Holiday,Weekday,Summer
ID5406,17/08/2015 20:00,1432,19.5,19.5,49,11,Clear,Non Holiday,Weekday,Summer
ID5407,17/08/2015 21:00,918,19,19,52,9,Clear,Non Holiday,Weekday,Summer
ID5408,17/08/2015 22:00,663,19,19,52,11,Clear,Non Holiday,Weekday,Summer
ID5409,17/08/2015 23:00,497,19,19,52,11,Clear,Non Holiday,Weekday,Summer
ID5410,18/08/2015 00:00,247,18,18,56,9,Clear,Non Holiday,Weekday,Summer
ID5411,18/08/2015 01:00,169,18,18,56,8,Clear,Non Holiday,Weekday,Summer
ID5412,18/08/2015 02:00,89,17.5,17.5,57.5,12,Clear,Non Holiday,Weekday,Summer
ID5413,18/08/2015 03:00,69,17,17,59,15,Clear,Non Holiday,Weekday,Summer
ID5414,18/08/2015 04:00,69,17,17,59,14,Clear,Non Holiday,Weekday,Summer
ID5415,18/08/2015 05:00,140,16.5,16.5,61,14,Clear,Non Holiday,Weekday,Summer
ID5416,18/08/2015 06:00,728,16.5,16.5,61,14,Clear,Non Holiday,Weekday,Summer
ID5417,18/08/2015 07:00,2302,16,16,63,15,Clear,Non Holiday,Weekday,Summer
ID5418,18/08/2015 08:00,4418,16,16,63,15,Clear,Non Holiday,Weekday,Summer
ID5419,18/08/2015 09:00,2135,16.5,16.5,61,16,Clear,Non Holiday,Weekday,Summer
ID5420,18/08/2015 10:00,1100,16,16,65.5,18,Clear,Non Holiday,Weekday,Summer
ID5421,18/08/2015 11:00,1151,17,17,64,19.5,Clear,Non Holiday,Weekday,Summer
ID5422,18/08/2015 12:00,1475,17.5,17.5,57.5,20,Clear,Non Holiday,Weekday,Summer
ID5423,18/08/2015 13:00,1453,18,18,58,20.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID5424,18/08/2015 14:00,1451,18.5,18.5,58,20,Scattered Clouds,Non Holiday,Weekday,Summer
ID5425,18/08/2015 15:00,1527,19,19,50.5,20,Scattered Clouds,Non Holiday,Weekday,Summer
ID5426,18/08/2015 16:00,2090,19,19,50.5,22,Clear,Non Holiday,Weekday,Summer
ID5427,18/08/2015 17:00,4065,19,19,54,22,Clear,Non Holiday,Weekday,Summer
ID5428,18/08/2015 18:00,3870,19,19,58,16,Clear,Non Holiday,Weekday,Summer
ID5429,18/08/2015 19:00,2314,19,19,60,19,Clear,Non Holiday,Weekday,Summer
ID5430,18/08/2015 20:00,1417,18,18,64,17.5,Clear,Non Holiday,Weekday,Summer
ID5431,18/08/2015 21:00,1031,18,18,64,11,Clear,Non Holiday,Weekday,Summer
ID5432,18/08/2015 22:00,735,18,18,64,15,Clear,Non Holiday,Weekday,Summer
ID5433,18/08/2015 23:00,485,18,18,64,15,Clear,Non Holiday,Weekday,Summer
ID5434,19/08/2015 00:00,294,17.5,17.5,70.5,14,Clear,Non Holiday,Weekday,Summer
ID5435,19/08/2015 01:00,138,17,17,73,14,Clear,Non Holiday,Weekday,Summer
ID5436,19/08/2015 02:00,93,16.5,16.5,70,13,Clear,Non Holiday,Weekday,Summer
ID5437,19/08/2015 03:00,55,16,16,72,13,Scattered Clouds,Non Holiday,Weekday,Summer
ID5438,19/08/2015 04:00,68,16,16,72,13,Clear,Non Holiday,Weekday,Summer
ID5439,19/08/2015 05:00,155,15,15,77,12,Clear,Non Holiday,Weekday,Summer
ID5440,19/08/2015 06:00,771,15,15,77,13,Clear,Non Holiday,Weekday,Summer
ID5441,19/08/2015 07:00,2319,16.5,16.5,72.5,15,Clear,Non Holiday,Weekday,Summer
ID5442,19/08/2015 08:00,4502,17.5,17.5,70.5,14,Scattered Clouds,Non Holiday,Weekday,Summer
ID5443,19/08/2015 09:00,2225,19,19,62,17.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID5444,19/08/2015 10:00,1218,20,20,54.5,18,Scattered Clouds,Non Holiday,Weekday,Summer
ID5445,19/08/2015 11:00,1217,21,21,53,17,Scattered Clouds,Non Holiday,Weekday,Summer
ID5446,19/08/2015 12:00,1557,21,21,53,16,Broken Clouds,Non Holiday,Weekday,Summer
ID5447,19/08/2015 13:00,1611,21,21,53,17,Scattered Clouds,Non Holiday,Weekday,Summer
ID5448,19/08/2015 14:00,1540,21,21,53,19.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID5449,19/08/2015 15:00,1554,21,21,55,22,Scattered Clouds,Non Holiday,Weekday,Summer
ID5450,19/08/2015 16:00,2069,20,20,60,22,Scattered Clouds,Non Holiday,Weekday,Summer
ID5451,19/08/2015 17:00,3927,19,19,62,20,Scattered Clouds,Non Holiday,Weekday,Summer
ID5452,19/08/2015 18:00,2813,18.5,18.5,66,17,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5453,19/08/2015 19:00,1519,17,17,77,13,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5454,19/08/2015 20:00,1008,17,17,77,11,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5455,19/08/2015 21:00,481,16,16,88,13,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5456,19/08/2015 22:00,297,16,16,88,10,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5457,19/08/2015 23:00,209,16,16,88,8,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5458,20/08/2015 00:00,187,16,16,88,10,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5459,20/08/2015 01:00,109,16,16,91,10,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5460,20/08/2015 02:00,80,16,16,94,11,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5461,20/08/2015 03:00,49,16.5,16.5,91,11,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5462,20/08/2015 04:00,59,17,17,88,10,Broken Clouds,Non Holiday,Weekday,Summer
ID5463,20/08/2015 05:00,134,17,17,91,10,Cloudy,Non Holiday,Weekday,Summer
ID5464,20/08/2015 06:00,644,17,17,94,7,Broken Clouds,Non Holiday,Weekday,Summer
ID5465,20/08/2015 07:00,1983,18,18,88,8.5,Broken Clouds,Non Holiday,Weekday,Summer
ID5466,20/08/2015 08:00,4002,18,18,88,11,Broken Clouds,Non Holiday,Weekday,Summer
ID5467,20/08/2015 09:00,2217,19,19,83,17,Broken Clouds,Non Holiday,Weekday,Summer
ID5468,20/08/2015 10:00,1092,19,19,78,14,Broken Clouds,Non Holiday,Weekday,Summer
ID5469,20/08/2015 11:00,1106,20,20,73,13,Scattered Clouds,Non Holiday,Weekday,Summer
ID5470,20/08/2015 12:00,1406,21,21,66.5,14,Broken Clouds,Non Holiday,Weekday,Summer
ID5471,20/08/2015 13:00,1528,21,21,69,19,Broken Clouds,Non Holiday,Weekday,Summer
ID5472,20/08/2015 14:00,1376,21,21,69,14,Broken Clouds,Non Holiday,Weekday,Summer
ID5473,20/08/2015 15:00,1628,21.5,21.5,69,19,Broken Clouds,Non Holiday,Weekday,Summer
ID5474,20/08/2015 16:00,1944,21.5,21.5,69,19.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5475,20/08/2015 17:00,3305,21,21,75.5,19.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5476,20/08/2015 18:00,3600,21,21,78,15,Broken Clouds,Non Holiday,Weekday,Summer
ID5477,20/08/2015 19:00,2276,20,20,78,17,Broken Clouds,Non Holiday,Weekday,Summer
ID5478,20/08/2015 20:00,1408,20,20,80.5,17,Broken Clouds,Non Holiday,Weekday,Summer
ID5479,20/08/2015 21:00,964,20,20,83,16,Rain / Light Rain,Non Holiday,Weekday,Summer
ID5480,20/08/2015 22:00,781,19.5,19.5,85.5,13,Cloudy,Non Holiday,Weekday,Summer
ID5481,20/08/2015 23:00,676,20,20,83,16,Broken Clouds,Non Holiday,Weekday,Summer
ID5482,21/08/2015 00:00,383,20,20,83,15,Cloudy,Non Holiday,Weekday,Summer
ID5483,21/08/2015 01:00,248,19,19,88,17,Cloudy,Non Holiday,Weekday,Summer
ID5484,21/08/2015 02:00,139,19,19,88,12,Broken Clouds,Non Holiday,Weekday,Summer
ID5485,21/08/2015 03:00,103,19,19,83,14,Cloudy,Non Holiday,Weekday,Summer
ID5486,21/08/2015 04:00,81,19,19,83,13,Cloudy,Non Holiday,Weekday,Summer
ID5487,21/08/2015 05:00,134,19,19,83,10,Cloudy,Non Holiday,Weekday,Summer
ID5488,21/08/2015 06:00,630,19,19,85.5,10,Broken Clouds,Non Holiday,Weekday,Summer
ID5489,21/08/2015 07:00,1886,19.5,19.5,85.5,9,Broken Clouds,Non Holiday,Weekday,Summer
ID5490,21/08/2015 08:00,3879,20.5,20.5,80.5,11,Scattered Clouds,Non Holiday,Weekday,Summer
ID5491,21/08/2015 09:00,2185,22,22,73,14,Scattered Clouds,Non Holiday,Weekday,Summer
ID5492,21/08/2015 10:00,1241,22.5,22.5,69,16,Broken Clouds,Non Holiday,Weekday,Summer
ID5493,21/08/2015 11:00,1327,24,24,61,20.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID5494,21/08/2015 12:00,1600,25,25,57,17,Broken Clouds,Non Holiday,Weekday,Summer
ID5495,21/08/2015 13:00,1714,26,26,51,22,Scattered Clouds,Non Holiday,Weekday,Summer
ID5496,21/08/2015 14:00,1715,25.5,25.5,52.5,23,Scattered Clouds,Non Holiday,Weekday,Summer
ID5497,21/08/2015 15:00,1862,26,26,51,22,Scattered Clouds,Non Holiday,Weekday,Summer
ID5498,21/08/2015 16:00,2494,25.5,25.5,51,22,Scattered Clouds,Non Holiday,Weekday,Summer
ID5499,21/08/2015 17:00,3950,26,26,48,20,Clear,Non Holiday,Weekday,Summer
ID5500,21/08/2015 18:00,3525,25,25,54,16,Clear,Non Holiday,Weekday,Summer
ID5501,21/08/2015 19:00,2321,24,24,57,12,Clear,Non Holiday,Weekday,Summer
ID5502,21/08/2015 20:00,1607,22.5,22.5,61,10,Clear,Non Holiday,Weekday,Summer
ID5503,21/08/2015 21:00,1079,22,22,65,8,Clear,Non Holiday,Weekday,Summer
ID5504,21/08/2015 22:00,912,20.5,20.5,71,9,Clear,Non Holiday,Weekday,Summer
ID5505,21/08/2015 23:00,867,20,20,73,7,Clear,Non Holiday,Weekday,Summer
ID5506,22/08/2015 00:00,768,19,19,78,7,Clear,Non Holiday,Weekend,Summer
ID5507,22/08/2015 01:00,530,19,19,75.5,2,Clear,Non Holiday,Weekend,Summer
ID5508,22/08/2015 02:00,406,18.5,18.5,80.5,4,Clear,Non Holiday,Weekend,Summer
ID5509,22/08/2015 03:00,247,18,18,83,3,Clear,Non Holiday,Weekend,Summer
ID5510,22/08/2015 04:00,169,17.5,17.5,85.5,4,Clear,Non Holiday,Weekend,Summer
ID5511,22/08/2015 05:00,122,17,17,88,5,Clear,Non Holiday,Weekend,Summer
ID5512,22/08/2015 06:00,162,17,17,88,6,Clear,Non Holiday,Weekend,Summer
ID5513,22/08/2015 07:00,362,18.5,18.5,80.5,5,Clear,Non Holiday,Weekend,Summer
ID5514,22/08/2015 08:00,642,20,20,73.5,7,Clear,Non Holiday,Weekend,Summer
ID5515,22/08/2015 09:00,1298,22.5,22.5,65,10,Clear,Non Holiday,Weekend,Summer
ID5516,22/08/2015 10:00,2007,24,24,61,12,Clear,Non Holiday,Weekend,Summer
ID5517,22/08/2015 11:00,2681,26,27,58,11,Clear,Non Holiday,Weekend,Summer
ID5518,22/08/2015 12:00,3358,28.5,28.5,46.5,17,Clear,Non Holiday,Weekend,Summer
ID5519,22/08/2015 13:00,3692,30,30,40,18,Clear,Non Holiday,Weekend,Summer
ID5520,22/08/2015 14:00,3883,30,29.5,39,22,Clear,Non Holiday,Weekend,Summer
ID5521,22/08/2015 15:00,3963,30,29,36.5,23,Clear,Non Holiday,Weekend,Summer
ID5522,22/08/2015 16:00,3999,29,29,40,21,Clear,Non Holiday,Weekend,Summer
ID5523,22/08/2015 17:00,3798,29,29,40,20.5,Clear,Non Holiday,Weekend,Summer
ID5524,22/08/2015 18:00,3502,28,28,40,19,Clear,Non Holiday,Weekend,Summer
ID5525,22/08/2015 19:00,2843,27,27,42,15,Clear,Non Holiday,Weekend,Summer
ID5526,22/08/2015 20:00,2045,23.5,23.5,61,16,Clear,Non Holiday,Weekend,Summer
ID5527,22/08/2015 21:00,1333,22.5,22.5,67,14,Clear,Non Holiday,Weekend,Summer
ID5528,22/08/2015 22:00,1233,21.5,21.5,69,15,Clear,Non Holiday,Weekend,Summer
ID5529,22/08/2015 23:00,1144,21,21,69,18.5,Clear,Non Holiday,Weekend,Summer
ID5530,23/08/2015 00:00,906,21,21,66.5,19,Clear,Non Holiday,Weekend,Summer
ID5531,23/08/2015 01:00,652,20.5,20.5,66.5,19.5,Clear,Non Holiday,Weekend,Summer
ID5532,23/08/2015 02:00,513,20,20,69,19.5,Clear,Non Holiday,Weekend,Summer
ID5533,23/08/2015 03:00,353,19.5,19.5,71,18,Clear,Non Holiday,Weekend,Summer
ID5534,23/08/2015 04:00,216,18.5,18.5,75.5,19.5,Clear,Non Holiday,Weekend,Summer
ID5535,23/08/2015 05:00,150,18,18,78,16,Clear,Non Holiday,Weekend,Summer
ID5536,23/08/2015 06:00,177,19,19,70.5,18,Clear,Non Holiday,Weekend,Summer
ID5537,23/08/2015 07:00,259,19.5,19.5,66,25,Clear,Non Holiday,Weekend,Summer
ID5538,23/08/2015 08:00,447,20.5,20.5,62,22,Clear,Non Holiday,Weekend,Summer
ID5539,23/08/2015 09:00,1028,22,22,55,20,Clear,Non Holiday,Weekend,Summer
ID5540,23/08/2015 10:00,1818,22,22,55,13,Clear,Non Holiday,Weekend,Summer
ID5541,23/08/2015 11:00,2470,22,22,63,10,Broken Clouds,Non Holiday,Weekend,Summer
ID5542,23/08/2015 12:00,1216,20.5,20.5,75.5,12,Rain / Light Rain,Non Holiday,Weekend,Summer
ID5543,23/08/2015 13:00,462,19.5,19.5,85.5,13.5,Rain / Light Rain,Non Holiday,Weekend,Summer
ID5544,23/08/2015 14:00,1311,18.5,18.5,80.5,18.5,Scattered Clouds,Non Holiday,Weekend,Summer
ID5545,23/08/2015 15:00,2041,20,20,66.5,24,Broken Clouds,Non Holiday,Weekend,Summer
ID5546,23/08/2015 16:00,2393,20.5,20.5,58.5,19.5,Scattered Clouds,Non Holiday,Weekend,Summer
ID5547,23/08/2015 17:00,2579,20.5,20.5,58.5,16,Broken Clouds,Non Holiday,Weekend,Summer
ID5548,23/08/2015 18:00,2552,20,20,60,20.5,Scattered Clouds,Non Holiday,Weekend,Summer
ID5549,23/08/2015 19:00,2039,19.5,19.5,58,19,Clear,Non Holiday,Weekend,Summer
ID5550,23/08/2015 20:00,1362,18,18,64,14,Clear,Non Holiday,Weekend,Summer
ID5551,23/08/2015 21:00,782,17,17,70.5,10,Clear,Non Holiday,Weekend,Summer
ID5552,23/08/2015 22:00,750,16,16,77,10,Clear,Non Holiday,Weekend,Summer
ID5553,23/08/2015 23:00,525,15.5,15.5,79.5,8,Clear,Non Holiday,Weekend,Summer
ID5554,24/08/2015 00:00,287,15,15,82,6.5,Clear,Non Holiday,Weekday,Summer
ID5555,24/08/2015 01:00,152,15,15,85,5,Clear,Non Holiday,Weekday,Summer
